Name,Facility Type,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Unique Identifier,Latitude,Longitude
EBRP SOUTH WASTEWATER TREATMENT PLANT,Water Resource Recovery Facility,2443 RIVER ROAD,Baton Rouge,East Baton Rouge ParishCounty,LA,70802,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD655,30.42640253,-91.19145413
"Edaleen Cow Power, LLC Digester",Farm,,Lynden,Whatcom County,WA,98229,Yes,"animal manure - dairy cow; Agricultural Residues; Beverage and Distillery Wastes; Dairy Processing Wastes; Fats, Oils, Greases; Food Processing Wastes; Food Wastes; Process Water; Slaughterhouses; Other Feedstocks",AgStar,AD239,,
Edgewood Area WWTP,Water Resource Recovery Facility,,Aberdeen Proving Ground,Harford County,MD,21005,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD585,39.494355,-76.144925
Effingham WWTP,Water Resource Recovery Facility,903 East Eiche Ave,Effingham,Effingham County,IL,62401,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD923,39.10920445,-88.53293792
Eielson AFB Wastewater Treatment Plant,Water Resource Recovery Facility,354 CES Bld. 2081,Fairbanks,Fairbanks North Star BoroughCounty,AK,99702,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD961,64.6769818,-147.0741087
EL CENTRO WWTP,Water Resource Recovery Facility,2255 LA BRUCHERIE ROAD,El Centro,Imperial County,CA,92251,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD924,32.81641509,-115.57873718
El Dorado Hills Reclamation Plant,Water Resource Recovery Facility,4765 Latrobe Road,El Dorado Hills,El Dorado County,CA,95762,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD925,38.63458465,-121.05972572
El Estero WWTP,Water Resource Recovery Facility,520 East Yanonali St.,Santa Barbara,Santa Barbara County,CA,93101,Yes,"Wastewater solids, Food waste, Fats, oils and greases (FOG)",AD Data Collection Project - WRRF,AD1583,34.418125,-119.68555796
El Monte Dairy Digester,Farm,,Tipton,Tulare County,CA,93272,,animal manure - cattle/dairy cow,AgStar,AD388,,
EL PORTAL WWTF,Water Resource Recovery Facility,5083 FORESTA RD,El Portal,Mariposa County,CA,95318,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD930,37.68870772,-119.78049161
Elk Creek Dairy Digester,Farm,,Tulare,Tulare County,CA,93274,,animal manure - cattle/dairy cow,AgStar,AD408,,
ELKHART WWTP,Water Resource Recovery Facility,1201 S NAPPANEE ST,Elkhart,Elkhart County,IN,46516,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD937,41.67710402,-86.00451804
ELKO WRF,Water Resource Recovery Facility,1600 STP Road,Elko,Elko County,NV,89815,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD938,40.82199263,-115.78433717
ELLENSBURG STP,Water Resource Recovery Facility,2415 CANYON ROAD,Ellensburg,Kittitas County,WA,98926,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD939,46.96893301,-120.53984396
Ellenville STP,Water Resource Recovery Facility,81 NORTH MAIN STREET,Ellenville,Ulster County,NY,12428,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD940,41.71842772,-74.39460339
ELLSWORTH AFB,Water Resource Recovery Facility,6th Street,Box Elder,Pennington County,SD,57706,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD702,44.13315266,-103.08039002
ELMHURST WRF,Water Resource Recovery Facility,625 SOUTH ILLINOIS ROUTE 83,Elmhurst,DuPage County,IL,60181,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD941,41.87857999,-87.96014798
ELYRIA WWTP & SEWER SYSTEM,Water Resource Recovery Facility,1194 GULF RD,Elyria,Lorain County,OH,44035,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD945,41.40501298,-82.09072598
Empire Wastewater Treatment Plant,Water Resource Recovery Facility,2540 West 197th Street,Farmington,Dakota County,MN,55024,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD970,44.66474724,-93.10834845
EMPORIA WASTEWATER TREATMENT PLANT,Water Resource Recovery Facility,1 GAVIN ROAD,Emporia,Lyon County,KS,66801,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD946,38.38854878,-96.16994001
EMWD - MORENO VALLEY RWRF,Water Resource Recovery Facility,17140 Kitching St.,Moreno Valley,Riverside County,CA,92551,Yes,"Wastewater solids, Food waste",AD Data Collection Project - WRRF,AD1346,33.86623275,-117.21734964
EMWD - PERRIS VALLEY RWRF,Water Resource Recovery Facility,1301 Case Rd.,Perris,Riverside County,CA,92570,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1454,33.75631301,-117.195736
EMWD - SAN JACINTO RWRF,Water Resource Recovery Facility,770 N. Sanderson Ave.,Hemet,Riverside County,CA,92545,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1080,33.75949941,-117.00653457
EMWD - TEMECULA VALLEY RWRF,Water Resource Recovery Facility,42565 Avenida Alvarado,Temecula,Riverside County,CA,92590,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1686,33.50693702,-117.16905498
Encina Water Pollution Control Facility,Water Resource Recovery Facility,6200 Avenida Encinas,Carlsbad,San Diego County,CA,92011,Yes,"Wastewater solids, Food waste, Fats, oils and greases (FOG)",AD Data Collection Project - WRRF,AD759,33.11613291,-117.3218712
ENDICOTT (V) WPCP,Water Resource Recovery Facility,40 ANSON ROAD,Endicott,Broome County,NY,13760,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD947,42.08567167,-76.08814329
EnerTech Rialto Biosolids Facility,Water Resource Recovery Facility,503 East Santa Ana,Bloomington,San Bernardino County,CA,92316,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD689,34.05584178,-117.36125418
ENV-TWO LLC,Farm,,Hanford,Kings County,CA,93230,,animal manure - cattle/dairy cow,,AD174,,
EPHRATA STP,Water Resource Recovery Facility,114 EAST MAIN STREET,Ephrata,Lancaster County,PA,17522,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD949,40.17762001,-76.17519304
ERIE COUNTY SD #6 WWTP - Lackawannna,Water Resource Recovery Facility,260 Lehigh Ave,Lackawanna,Erie County,NY,14218,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1180,42.81925508,-78.83948238
ERWIN WWTP,Water Resource Recovery Facility,,Erwin,Unicoi County,TN,37650,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD951,36.139745,-82.414015
ESCONDIDO Hale Ave RRF,Water Resource Recovery Facility,1521 SOUTH HALE AVE,Escondido,San Diego County,CA,92029,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD953,33.10591098,-117.11412996
Essex Junction WWTF,Water Resource Recovery Facility,2 Lincoln Street,Essex Jct.,Chittenden County,VT,05452,Yes,"Wastewater solids, Food waste, Beverage processing industry waste, Fats, oils and greases (FOG), Food service waste, pre & post-consumer",AD Data Collection Project - WRRF,AD954,44.49129,-73.109805
ESTHERVILLE CITY OF STP,Water Resource Recovery Facility,1878 HIGHWAY 4,Estherville,Emmet County,IA,51334,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD955,43.37498398,-94.81482699
Eugene/Springfield Water Pollution Control Facility,Water Resource Recovery Facility,410 RIVER AVENUE,Eugene,Lane County,OR,97404,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD956,44.09498599,-123.11967599
EVANSVILLE EASTSIDE WWTP,Water Resource Recovery Facility,1500 WATERWORKS RD,Evansville,Vanderburgh County,IN,47713,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD958,37.95430402,-87.56856399
EVANSVILLE WESTSIDE WWTP,Water Resource Recovery Facility,900 S TEKOPPEL AVE,Evansville,Vanderburgh County,IN,47712,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD959,37.96681153,-87.61912847
Exeter Agri-Energy / Stonyvale Farm,Stand-Alone,226 Fogler Road,Exeter,Penobscot County,ME,04435,Yes,"animal manure - dairy cow; Food waste, Crude glycerin, De-icing fluid, Fats, oils and greases (FOG), Food processing industry waste, Food service waste, pre & post-consumer, Fruit/vegetative wastes, Rendering wastes, Retail food waste, Source-separated co",AD Data Collection Project - Farm,AD493,44.95410743,-69.11725053
EXETER TWP BERKS COUNTY AUTH,Water Resource Recovery Facility,1088 BERKS ROAD,Reading,Berks County,PA,19533,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1511,40.37654235,-76.01411239
F Wayne Hill Water Resources Center,Water Resource Recovery Facility,1201 Chatham Rd,Buford,Gwinnett County,GA,30518,Yes,"Wastewater solids, Food waste, Beverage processing industry waste, Fats, oils and greases (FOG), Food processing industry waste, Food service waste, pre & post-consumer, Fruit/vegetative wastes, Wastewater solids from other WRRFs",AD Data Collection Project - WRRF,AD732,34.08682451,-84.02074395
Fair Oaks Farms RNG,Farm,,Fair Oaks,Jasper County,IN,47943,,animal manure - cattle/dairy cow,,AD130,,
FAIRFIELD CITY OF STP,Water Resource Recovery Facility,2275 MARIGOLD BLVD,Fairfield,Jefferson County,IA,52556,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD964,40.97914399,-91.945768
Fairfield Wastewater Pollution Control Facility,Water Resource Recovery Facility,331 Rod Highway,Fairfield,Fairfield County,CT,06824,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD963,41.139115,-73.2572
FAIRFIELD WWTP & SEWER SYSTEM,Water Resource Recovery Facility,4799 GROH LANE,Fairfield,Butler County,OH,45014,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD965,39.347565,-84.59015503
Fairfield-Suisun Sewer District,Water Resource Recovery Facility,1010 Chadbourne Rd,Fairfield,Solano County,CA,94534,Yes,"Wastewater solids, Food waste, Food processing industry waste",AD Data Collection Project - WRRF,AD962,38.22152299,-122.07768004
Fairmont Wastewater Treatment Facility,Water Resource Recovery Facility,P.O. Box 751,Fairmont,Martin County,MN,56031,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD966,43.65396,-94.458655
FAIRMONT WASTEWATER TREATMENT PLANT,Water Resource Recovery Facility,901 Howard Ave,Fairmont,Marion County,WV,26554,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD967,39.49247179,-80.12425843
Fairview Swiss Cheese Digester,Stand-Alone,,Fredonia,Mercer County,PA,16124,Yes,Industrial Food Waste,,AD498,41.321978,-80.259009
FALLING CREEK SEWAGE TREATMENT PLANT CHESTERFIED COUNTY BOARD,Water Resource Recovery Facility,,Chesterfield,Chesterfield County,VA,23237,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD804,37.41971,-77.44014
Fargo Regional Water Reclamation Facility,Water Resource Recovery Facility,3400 North Broadway,Fargo,Cass County,ND,58102,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD969,46.92257928,-96.78756549
Farm Power Lynden Digester,Farm,,Lynden,Whatcom County,WA,98264,Yes,animal manure - dairy cow; Food Wastes,AgStar,AD240,,
Farm Power Misty Meadow Digester,Farm,,Tillamook,Tillamook County,OR,97141,Yes,animal manure - dairy cow; Other Feedstocks,AgStar,AD383,,
Farm Power Rexville Digester,Farm,,Mount Vernon,Skagit County,WA,98273,Yes,animal manure - dairy cow; Food Wastes,AgStar,AD284,,
Farm Power Tillamook Digester,Farm,,Tillamook,Tillamook County,OR,97141,Yes,animal manure - dairy cow; Other Feedstocks,AgStar,AD384,,
FARMINGTON (T) STP - Victor,Water Resource Recovery Facility,1216 MC MAHON ROAD,Victor,Ontario County,NY,14564,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1743,42.97779945,-77.38149257
"FARMINGTON, CITY OF (WWTP)",Water Resource Recovery Facility,615 SOUTH CARLTON AVENUE,Farmington,San Juan County,NM,87401,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD971,36.72338901,-108.18956703
FAYETTEVILLE - WESTSIDE WWTP,Water Resource Recovery Facility,15 SOUTH BROYLES AVENUE,Fayetteville,Washington County,AR,72704,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD972,36.06427852,-94.23336079
FCPC Renewable Generation,Stand-Alone,2011 W Potawatomi Circle,Milwaukee,Milwaukee County,WI,53233,Yes,"Food waste, Beverage processing industry waste, Crude glycerin, Fats, oils and greases (FOG), Food processing industry waste, Food service waste, pre & post-consumer, Fruit/vegetative wastes, Source-separated commercial, institutional or residential orga",AD Data Collection Project - Stand-Alone,AD530,43.02998099,-87.93995899
Fergus Falls Wastewater Treatment Plant,Water Resource Recovery Facility,311 SOUTH KENNEDY PARK ROAD,Fergus Falls,Otter Tail County,MN,56537,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD975,46.28225799,-96.112385
Fern Oaks Dairy Digester,Farm,,Porterville,Tulare County,CA,93257,,animal manure - cattle/dairy cow,AgStar,AD331,,
Fessenden Family Dairy Digester,Farm,,King Ferry,Cayuga County,NY,13081,,animal manure - cattle/dairy cow,AgStar,AD215,,
Finest Kind / Smuttynose Brewery,Stand-Alone,,Hampton,Rockingham County,NH,03842,Yes,Beverage & Distillery Waste,,AD506,42.9394286,-70.8296986
Fiscalini Farms 1 / Fiscalini Cheese / Cystal Creamery,Stand-Alone,,Modesto,Stanislaus County,CA,95354,Yes,animal manure - dairy cow; Agricultural Residues; Dairy Processing Wastes,AgStar,AD531,37.640735,-121.002435
Fiscalini Farms 2 / Fiscalini Cheese / Cystal Creamery,Stand-Alone,,Modesto,Stanislaus County,CA,95354,Yes,animal manure - dairy cow; Agricultural Residues; Dairy Processing Wastes,AgStar,AD532,37.640735,-121.002435
Five H Dairy Digester,Farm,,Merced,Merced County,CA,95340,,animal manure - cattle/dairy cow,AgStar,AD255,,
Five Star Dairy Farm Digester,Farm,,Elk Mound,Dunn County,WI,54739,Yes,"animal manure - dairy cow; Fats, Oils, Greases; Process Water",AgStar,AD122,,
FLAGG CREEK WRD,Water Resource Recovery Facility,6975 COMMONWEALTH AVENUE,Burr Ridge,Cook County,IL,60525,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD741,41.76245798,-87.90592604
FLAT CREEK WRF - Gainesville,Water Resource Recovery Facility,2641 Old Flowery Branch Road,Gainsville,Hall County,GA,30504,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD1006,34.26538899,-83.86896401
FLAUGHERTY RUN STP,Water Resource Recovery Facility,1700 BEAVER GRADE RD,Coraopolis,Allegheny County,PA,15108,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD846,40.49637201,-80.202494
Flint Biogas,Water Resource Recovery Facility,4652 Beecher Road,Flint,Genesee County,MI,48532,Yes,"Wastewater solids, Food waste, Beverage processing industry waste, Crude glycerin, Fats, oils and greases (FOG), Food processing industry waste, Fruit/vegetative wastes, Rendering wastes, Wastewater solids from other WRRFs",AD Data Collection Project - WRRF,AD979,43.036756,-83.76603499
Flood Brothers Farm,Farm,,Clinton,Kennebec County,ME,04927,Yes,,AD Data Collection Project - Stand-Alone; AgStar,AD85,,
FM Jerseys Dairy Digester,Farm,,Tipton,Tulare County,CA,93272,,animal manure - cattle/dairy cow,AgStar,AD389,,
Fond du Lac Regional Wastewater Treatment and Resource Recovery Facility (WTRRF),Water Resource Recovery Facility,700 Doty St,Fond Du Lac,Fond du Lac County,WI,54935,Yes,"Wastewater solids, Food waste, Beverage processing industry waste, Food processing industry waste, Food service waste, pre & post-consumer, Fruit/vegetative wastes",AD Data Collection Project - WRRF,AD982,43.79688699,-88.45094999
FORD CITY BORO MUNI SEW DISPOSAL AUTH WWTP,Water Resource Recovery Facility,17TH STREET & ALLY RIVER,Ford City,Armstrong County,PA,16226,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD983,40.77979002,-79.52490003
FORT COLLINS MULBERRY WWTP,Water Resource Recovery Facility,918 East Mulberry Street,Fort Collins,Larimer County,CO,80524,,wastewater solids,Water Environment Federation- http://www.resourcerecoverydata.org/biogasdata.php,AD986,40.58128742,-105.06214924
